單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,267,785,559","3,355,000,918","2,912,784,641"
自營商(避險),"7,477,684,958","6,855,839,607","621,845,351"
投信,"8,851,334,409","3,505,895,370","5,345,439,039"
外資及陸資(不含外資自營商),"89,357,144,994","82,996,322,615","6,360,822,379"
外資自營商,"20,607,490","43,385,880","-22,778,390"
合計,"111,953,949,920","96,713,058,510","15,240,891,410"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
