單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,309,328,854","1,673,466,374","635,862,480"
自營商(避險),"5,414,767,531","5,035,667,565","379,099,966"
投信,"2,033,642,573","2,116,004,758","-82,362,185"
外資及陸資(不含外資自營商),"45,988,052,852","45,308,212,480","679,840,372"
外資自營商,"20,174,620","28,016,450","-7,841,830"
合計,"55,745,791,810","54,133,351,177","1,612,440,633"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
