單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,752,778,220","4,806,090,158","1,946,688,062"
自營商(避險),"15,296,311,838","12,354,070,142","2,942,241,696"
投信,"9,099,647,100","12,118,234,970","-3,018,587,870"
外資及陸資(不含外資自營商),"106,115,988,265","125,664,606,780","-19,548,618,515"
外資自營商,"38,300,480","31,155,680","7,144,800"
合計,"137,264,725,423","154,943,002,050","-17,678,276,627"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
