單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,831,272,163","4,754,507,717","-923,235,554"
自營商(避險),"8,223,832,689","13,353,594,791","-5,129,762,102"
投信,"7,667,693,550","7,665,663,566","2,029,984"
外資及陸資(不含外資自營商),"101,210,331,926","111,668,511,748","-10,458,179,822"
外資自營商,"6,861,600","487,440","6,374,160"
合計,"120,933,130,328","137,442,277,822","-16,509,147,494"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
