單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,623,459,217","8,333,011,599","-1,709,552,382"
自營商(避險),"7,423,126,659","11,826,655,536","-4,403,528,877"
投信,"4,554,929,591","3,247,477,125","1,307,452,466"
外資及陸資(不含外資自營商),"103,494,920,765","122,825,104,441","-19,330,183,676"
外資自營商,"38,050,180","34,859,710","3,190,470"
合計,"122,096,436,232","146,232,248,701","-24,135,812,469"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
