單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,245,707,891","5,214,208,800","-2,968,500,909"
自營商(避險),"5,008,175,741","7,995,750,634","-2,987,574,893"
投信,"3,854,846,297","2,826,198,959","1,028,647,338"
外資及陸資(不含外資自營商),"60,234,890,346","72,443,227,190","-12,208,336,844"
外資自營商,"36,727,060","25,974,010","10,753,050"
合計,"71,343,620,275","88,479,385,583","-17,135,765,308"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
