單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,870,570,333","6,394,787,609","-2,524,217,276"
自營商(避險),"8,063,416,281","15,640,339,926","-7,576,923,645"
投信,"9,472,169,034","3,416,176,991","6,055,992,043"
外資及陸資(不含外資自營商),"95,173,878,263","112,510,292,043","-17,336,413,780"
外資自營商,"28,031,730","43,095,410","-15,063,680"
合計,"116,580,033,911","137,961,596,569","-21,381,562,658"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
