單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,833,468,657","3,480,702,834","352,765,823"
自營商(避險),"5,353,776,050","9,736,139,280","-4,382,363,230"
投信,"8,173,830,052","4,585,779,655","3,588,050,397"
外資及陸資(不含外資自營商),"82,402,830,772","84,238,852,044","-1,836,021,272"
外資自營商,"30,611,860","28,254,780","2,357,080"
合計,"99,763,905,531","102,041,473,813","-2,277,568,282"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
