單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,926,174,648","5,164,337,816","1,761,836,832"
自營商(避險),"13,225,873,692","16,602,965,567","-3,377,091,875"
投信,"8,831,184,525","6,219,580,543","2,611,603,982"
外資及陸資(不含外資自營商),"132,277,630,768","133,413,607,714","-1,135,976,946"
外資自營商,"1,042,700","595,880","446,820"
合計,"161,260,863,633","161,400,491,640","-139,628,007"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
