單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,666,874,640","2,555,369,866","111,504,774"
自營商(避險),"10,540,691,948","8,406,345,685","2,134,346,263"
投信,"3,471,795,511","1,391,878,000","2,079,917,511"
外資及陸資(不含外資自營商),"77,671,286,780","72,683,143,130","4,988,143,650"
外資自營商,"32,875,090","32,663,430","211,660"
合計,"94,350,648,879","85,036,736,681","9,313,912,198"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
