單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,025,198,168","2,242,234,332","2,782,963,836"
自營商(避險),"5,229,582,599","4,153,137,661","1,076,444,938"
投信,"6,409,770,127","4,794,894,950","1,614,875,177"
外資及陸資(不含外資自營商),"76,244,738,987","65,170,297,219","11,074,441,768"
外資自營商,"10,530,920","6,237,130","4,293,790"
合計,"92,909,289,881","76,360,564,162","16,548,725,719"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
