單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,407,279,316","4,651,128,931","-243,849,615"
自營商(避險),"9,334,505,240","8,195,302,902","1,139,202,338"
投信,"4,427,917,627","5,978,106,794","-1,550,189,167"
外資及陸資(不含外資自營商),"107,863,041,481","97,407,851,456","10,455,190,025"
外資自營商,"30,167,200","28,228,020","1,939,180"
合計,"126,032,743,664","116,232,390,083","9,800,353,581"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
