單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,902,043,841","5,053,431,477","848,612,364"
自營商(避險),"8,701,013,225","7,002,146,387","1,698,866,838"
投信,"4,619,235,825","7,657,749,629","-3,038,513,804"
外資及陸資(不含外資自營商),"108,054,025,406","92,587,243,811","15,466,781,595"
外資自營商,"34,787,790","37,377,300","-2,589,510"
合計,"127,276,318,297","112,300,571,304","14,975,746,993"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
