單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,287,991,138","3,956,373,849","-1,668,382,711"
自營商(避險),"6,091,582,514","6,719,494,820","-627,912,306"
投信,"7,673,944,812","6,783,012,873","890,931,939"
外資及陸資(不含外資自營商),"71,644,470,637","75,666,529,889","-4,022,059,252"
外資自營商,"21,725,190","25,687,610","-3,962,420"
合計,"87,697,989,101","93,125,411,431","-5,427,422,330"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
