單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,634,311,974","5,244,515,557","389,796,417"
自營商(避險),"8,196,556,842","5,870,160,387","2,326,396,455"
投信,"2,494,891,722","2,616,300,224","-121,408,502"
外資及陸資(不含外資自營商),"119,371,485,979","98,933,938,556","20,437,547,423"
外資自營商,"33,185,740","58,191,430","-25,005,690"
合計,"135,697,246,517","112,664,914,724","23,032,331,793"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
