單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,158,286,948","2,886,255,825","1,272,031,123"
自營商(避險),"5,579,922,753","4,367,320,798","1,212,601,955"
投信,"1,307,640,205","1,795,232,585","-487,592,380"
外資及陸資(不含外資自營商),"100,474,304,449","72,589,658,510","27,884,645,939"
外資自營商,"16,438,640","13,592,750","2,845,890"
合計,"111,520,154,355","81,638,467,718","29,881,686,637"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
