單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,805,704,019","4,136,236,955","-1,330,532,936"
自營商(避險),"6,121,295,071","7,914,912,848","-1,793,617,777"
投信,"4,350,352,558","3,768,839,749","581,512,809"
外資及陸資(不含外資自營商),"70,793,363,084","77,864,984,440","-7,071,621,356"
外資自營商,"1,285,420","241,560","1,043,860"
合計,"84,070,714,732","93,684,973,992","-9,614,259,260"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
