單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,875,157,263","4,162,119,966","-1,286,962,703"
自營商(避險),"5,252,874,015","6,469,825,117","-1,216,951,102"
投信,"3,781,295,962","4,097,920,114","-316,624,152"
外資及陸資(不含外資自營商),"75,158,448,443","80,434,250,800","-5,275,802,357"
外資自營商,"13,354,620","21,805,890","-8,451,270"
合計,"87,067,775,683","95,164,115,997","-8,096,340,314"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
