單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,876,667,720","8,377,002,220","-4,500,334,500"
自營商(避險),"9,714,818,487","12,561,468,648","-2,846,650,161"
投信,"4,451,616,383","4,222,596,133","229,020,250"
外資及陸資(不含外資自營商),"91,335,151,332","130,085,802,974","-38,750,651,642"
外資自營商,"35,220,140","43,938,020","-8,717,880"
合計,"109,378,253,922","155,246,869,975","-45,868,616,053"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
