單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,851,437,036","2,121,353,217","730,083,819"
自營商(避險),"5,768,158,307","5,623,919,453","144,238,854"
投信,"3,422,510,942","3,579,874,754","-157,363,812"
外資及陸資(不含外資自營商),"53,681,133,269","63,164,080,456","-9,482,947,187"
外資自營商,"18,086,890","14,924,830","3,162,060"
合計,"65,723,239,554","74,489,227,880","-8,765,988,326"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
