單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,313,226,782","5,532,293,129","-1,219,066,347"
自營商(避險),"8,262,398,893","6,975,278,773","1,287,120,120"
投信,"7,661,426,960","6,418,850,410","1,242,576,550"
外資及陸資(不含外資自營商),"75,769,698,881","79,217,250,503","-3,447,551,622"
外資自營商,"24,769,480","30,812,600","-6,043,120"
合計,"96,006,751,516","98,143,672,815","-2,136,921,299"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
