單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"7,032,145,899","2,208,701,339","4,823,444,560"
自營商(避險),"8,646,391,915","7,543,449,365","1,102,942,550"
投信,"2,380,913,125","2,080,132,050","300,781,075"
外資及陸資(不含外資自營商),"67,437,529,422","77,778,308,240","-10,340,778,818"
外資自營商,"27,886,490","31,808,120","-3,921,630"
合計,"85,496,980,361","89,610,590,994","-4,113,610,633"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
