單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,620,038,108","9,700,580,332","-4,080,542,224"
自營商(避險),"8,309,342,119","11,820,403,384","-3,511,061,265"
投信,"8,452,348,468","4,884,431,251","3,567,917,217"
外資及陸資(不含外資自營商),"114,516,698,110","133,816,606,008","-19,299,907,898"
外資自營商,"40,877,140","41,636,800","-759,660"
合計,"136,898,426,805","160,222,020,975","-23,323,594,170"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
