單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,964,953,572","7,703,613,562","-3,738,659,990"
自營商(避險),"8,418,199,401","17,327,151,443","-8,908,952,042"
投信,"6,973,719,825","1,785,081,551","5,188,638,274"
外資及陸資(不含外資自營商),"93,349,048,997","146,796,135,518","-53,447,086,521"
外資自營商,"10,358,220","12,814,640","-2,456,420"
合計,"112,705,921,795","173,611,982,074","-60,906,060,279"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
