單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,833,216,504","6,526,811,239","306,405,265"
自營商(避險),"9,444,796,874","7,814,544,620","1,630,252,254"
投信,"3,170,115,415","3,028,989,904","141,125,511"
外資及陸資(不含外資自營商),"111,974,133,260","92,883,703,844","19,090,429,416"
外資自營商,"37,011,370","57,079,160","-20,067,790"
合計,"131,422,262,053","110,254,049,607","21,168,212,446"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
