單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"9,958,137,720","10,331,084,387","-372,946,667"
自營商(避險),"15,908,217,794","25,348,816,399","-9,440,598,605"
投信,"25,988,569,051","10,146,550,671","15,842,018,380"
外資及陸資(不含外資自營商),"151,967,278,915","178,943,172,840","-26,975,893,925"
外資自營商,"121,500","120,680",820
合計,"203,822,203,480","224,769,624,297","-20,947,420,817"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
