單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,876,918,021","3,561,357,216","315,560,805"
自營商(避險),"5,175,795,939","7,236,532,873","-2,060,736,934"
投信,"2,870,687,793","2,809,451,024","61,236,769"
外資及陸資(不含外資自營商),"87,956,114,087","81,891,080,715","6,065,033,372"
外資自營商,"7,954,780","16,192,760","-8,237,980"
合計,"99,879,515,840","95,498,421,828","4,381,094,012"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
