單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"1,143,852,508","2,807,747,679","-1,663,895,171"
自營商(避險),"5,154,380,926","7,018,457,672","-1,864,076,746"
投信,"5,188,935,645","4,749,378,952","439,556,693"
外資及陸資(不含外資自營商),"146,486,889,189","126,264,375,319","20,222,513,870"
外資自營商,"30,141,020","37,067,350","-6,926,330"
合計,"157,974,058,268","140,839,959,622","17,134,098,646"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
