單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,605,466,288","5,389,176,001","-2,783,709,713"
自營商(避險),"8,712,631,730","10,090,602,665","-1,377,970,935"
投信,"14,978,225,924","20,541,389,808","-5,563,163,884"
外資及陸資(不含外資自營商),"98,207,878,433","93,577,490,959","4,630,387,474"
外資自營商,"45,649,110","46,081,210","-432,100"
合計,"124,504,202,375","129,598,659,433","-5,094,457,058"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
