單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,890,931,866","3,020,149,747","-129,217,881"
自營商(避險),"6,068,728,170","7,129,561,251","-1,060,833,081"
投信,"7,227,174,672","3,420,271,459","3,806,903,213"
外資及陸資(不含外資自營商),"74,012,400,173","80,799,672,541","-6,787,272,368"
外資自營商,"22,297,040","1,265,790","21,031,250"
合計,"90,199,234,881","94,369,654,998","-4,170,420,117"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
