單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,765,621,008","4,243,817,540","521,803,468"
自營商(避險),"6,968,439,266","5,386,264,351","1,582,174,915"
投信,"4,421,424,535","3,151,795,603","1,269,628,932"
外資及陸資(不含外資自營商),"120,984,758,371","101,847,106,655","19,137,651,716"
外資自營商,"36,837,850","28,757,140","8,080,710"
合計,"137,140,243,180","114,628,984,149","22,511,259,031"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
