單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,431,257,304","1,787,132,196","644,125,108"
自營商(避險),"4,672,650,224","6,050,718,687","-1,378,068,463"
投信,"6,131,843,122","3,471,908,217","2,659,934,905"
外資及陸資(不含外資自營商),"66,357,536,464","64,330,036,977","2,027,499,487"
外資自營商,"14,795,290","13,594,540","1,200,750"
合計,"79,593,287,114","75,639,796,077","3,953,491,037"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
