單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"8,219,943,339","7,281,923,544","938,019,795"
自營商(避險),"10,689,305,850","16,790,831,268","-6,101,525,418"
投信,"6,158,407,583","6,051,925,084","106,482,499"
外資及陸資(不含外資自營商),"128,706,177,595","118,435,211,312","10,270,966,283"
外資自營商,"442,610","1,077,310","-634,700"
合計,"153,773,834,367","148,559,891,208","5,213,943,159"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
