單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,530,256,438","3,694,112,799","-163,856,361"
自營商(避險),"7,250,240,271","7,228,746,937","21,493,334"
投信,"2,793,390,334","2,782,614,350","10,775,984"
外資及陸資(不含外資自營商),"82,851,908,023","84,403,309,745","-1,551,401,722"
外資自營商,"24,158,930","32,730,990","-8,572,060"
合計,"96,425,795,066","98,108,783,831","-1,682,988,765"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
