單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,701,089,416","10,422,567,624","-3,721,478,208"
自營商(避險),"19,305,443,744","37,620,676,085","-18,315,232,341"
投信,"14,126,687,849","5,961,351,037","8,165,336,812"
外資及陸資(不含外資自營商),"149,652,071,600","187,506,788,804","-37,854,717,204"
外資自營商,0,0,0
合計,"189,785,292,609","241,511,383,550","-51,726,090,941"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
