單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,701,364,331","3,292,671,207","-591,306,876"
自營商(避險),"7,721,124,033","9,775,997,875","-2,054,873,842"
投信,"9,812,948,982","11,714,492,122","-1,901,543,140"
外資及陸資(不含外資自營商),"213,159,157,569","205,196,879,366","7,962,278,203"
外資自營商,"1,830,730","119,670","1,711,060"
合計,"233,394,594,915","229,980,040,570","3,414,554,345"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
