單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,937,547,629","7,818,496,589","-1,880,948,960"
自營商(避險),"13,870,540,357","17,399,272,157","-3,528,731,800"
投信,"9,087,247,273","7,888,060,074","1,199,187,199"
外資及陸資(不含外資自營商),"121,872,682,884","144,088,612,385","-22,215,929,501"
外資自營商,"239,860",0,"239,860"
合計,"150,768,018,143","177,194,441,205","-26,426,423,062"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
