單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,358,046,268","5,811,482,912","-453,436,644"
自營商(避險),"6,875,802,642","10,614,977,147","-3,739,174,505"
投信,"7,580,761,840","3,678,566,512","3,902,195,328"
外資及陸資(不含外資自營商),"73,130,897,218","81,204,970,373","-8,074,073,155"
外資自營商,"45,627,680","29,982,430","15,645,250"
合計,"92,945,507,968","101,309,996,944","-8,364,488,976"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
