單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,709,781,023","2,806,780,744","3,903,000,279"
自營商(避險),"10,004,320,085","8,810,491,011","1,193,829,074"
投信,"3,718,161,240","2,919,626,167","798,535,073"
外資及陸資(不含外資自營商),"113,404,970,999","81,082,953,081","32,322,017,918"
外資自營商,"49,390,620","54,282,870","-4,892,250"
合計,"133,837,233,347","95,619,851,003","38,217,382,344"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
