單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,966,039,562","2,299,624,571","2,666,414,991"
自營商(避險),"9,134,967,525","7,895,820,452","1,239,147,073"
投信,"9,775,787,910","10,054,681,330","-278,893,420"
外資及陸資(不含外資自營商),"90,787,547,412","116,054,965,750","-25,267,418,338"
外資自營商,"24,791,470","24,536,500","254,970"
合計,"114,664,342,409","136,305,092,103","-21,640,749,694"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
