單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,380,853,972","7,234,592,534","-853,738,562"
自營商(避險),"16,360,882,774","14,531,988,446","1,828,894,328"
投信,"5,102,262,506","6,614,693,888","-1,512,431,382"
外資及陸資(不含外資自營商),"138,434,889,871","117,815,549,267","20,619,340,604"
外資自營商,"50,513,270","41,464,240","9,049,030"
合計,"166,278,889,123","146,196,824,135","20,082,064,988"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
