單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,021,131,173","5,283,711,691","-1,262,580,518"
自營商(避險),"10,435,059,759","14,866,953,276","-4,431,893,517"
投信,"11,602,871,207","5,254,969,908","6,347,901,299"
外資及陸資(不含外資自營商),"156,233,954,023","172,691,562,488","-16,457,608,465"
外資自營商,0,"217,000","-217,000"
合計,"182,293,016,162","198,097,197,363","-15,804,181,201"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
