單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"8,738,841,261","5,440,233,453","3,298,607,808"
自營商(避險),"12,679,905,319","10,646,517,262","2,033,388,057"
投信,"4,656,070,464","6,948,276,149","-2,292,205,685"
外資及陸資(不含外資自營商),"141,093,678,506","137,359,529,919","3,734,148,587"
外資自營商,"881,320","533,640","347,680"
合計,"167,168,495,550","160,394,556,783","6,773,938,767"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
