單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,493,597,654","10,303,678,904","-7,810,081,250"
自營商(避險),"5,945,559,143","8,827,565,989","-2,882,006,846"
投信,"5,754,653,762","2,835,013,865","2,919,639,897"
外資及陸資(不含外資自營商),"78,175,251,267","113,680,719,026","-35,505,467,759"
外資自營商,"14,002,490","19,938,780","-5,936,290"
合計,"92,369,061,826","135,646,977,784","-43,277,915,958"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
