單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"916,214,708","2,344,351,258","-1,428,136,550"
自營商(避險),"4,470,621,992","6,797,293,505","-2,326,671,513"
投信,"21,720,086,150","22,453,453,547","-733,367,397"
外資及陸資(不含外資自營商),"68,816,061,634","82,707,059,916","-13,890,998,282"
外資自營商,"29,054,450","25,497,020","3,557,430"
合計,"95,922,984,484","114,302,158,226","-18,379,173,742"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
