單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"1,682,867,209","2,537,285,451","-854,418,242"
自營商(避險),"7,172,883,565","9,512,124,248","-2,339,240,683"
投信,"8,066,700,237","5,274,684,147","2,792,016,090"
外資及陸資(不含外資自營商),"57,329,951,050","76,882,720,273","-19,552,769,223"
外資自營商,"14,198,960","15,990,310","-1,791,350"
合計,"74,252,402,061","94,206,814,119","-19,954,412,058"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
