單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,700,720,528","2,421,063,793","279,656,735"
自營商(避險),"6,410,757,830","7,244,290,633","-833,532,803"
投信,"3,554,465,970","1,943,707,067","1,610,758,903"
外資及陸資(不含外資自營商),"85,094,271,342","71,529,142,659","13,565,128,683"
外資自營商,"19,010,530","19,547,650","-537,120"
合計,"97,760,215,670","83,138,204,152","14,622,011,518"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
