單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,521,411,765","6,732,613,954","-4,211,202,189"
自營商(避險),"8,913,717,883","11,375,018,807","-2,461,300,924"
投信,"4,039,603,105","3,079,282,400","960,320,705"
外資及陸資(不含外資自營商),"105,840,354,928","94,259,544,639","11,580,810,289"
外資自營商,"54,901,960","41,739,110","13,162,850"
合計,"121,315,087,681","115,446,459,800","5,868,627,881"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
