單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,718,861,214","2,956,928,608","761,932,606"
自營商(避險),"6,393,353,190","8,449,369,309","-2,056,016,119"
投信,"7,369,167,168","4,916,935,853","2,452,231,315"
外資及陸資(不含外資自營商),"69,663,009,832","75,714,322,931","-6,051,313,099"
外資自營商,"2,819,920","274,900","2,545,020"
合計,"87,144,391,404","92,037,556,701","-4,893,165,297"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
