單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,770,157,617","6,034,433,635","-3,264,276,018"
自營商(避險),"4,970,719,795","6,778,113,643","-1,807,393,848"
投信,"3,586,118,050","1,271,054,800","2,315,063,250"
外資及陸資(不含外資自營商),"81,738,831,239","105,596,637,733","-23,857,806,494"
外資自營商,"14,848,370","11,098,150","3,750,220"
合計,"93,065,826,701","119,680,239,811","-26,614,413,110"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
