單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,365,369,676","5,572,562,022","792,807,654"
自營商(避險),"13,749,441,514","12,665,383,018","1,084,058,496"
投信,"4,589,185,871","7,058,863,573","-2,469,677,702"
外資及陸資(不含外資自營商),"154,345,119,255","123,516,015,853","30,829,103,402"
外資自營商,"1,055,430","1,039,120","16,310"
合計,"179,049,116,316","148,812,824,466","30,236,291,850"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
