單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"3,859,597,305","5,166,870,285","-1,307,272,980"
自營商(避險),"13,879,313,629","18,451,352,744","-4,572,039,115"
投信,"7,152,022,432","4,991,235,216","2,160,787,216"
外資及陸資(不含外資自營商),"145,886,618,658","132,566,243,916","13,320,374,742"
外資自營商,0,0,0
合計,"170,777,552,024","161,175,702,161","9,601,849,863"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
