單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"918,206,704","2,523,896,483","-1,605,689,779"
自營商(避險),"4,720,416,771","5,262,594,868","-542,178,097"
投信,"4,784,192,568","1,977,797,011","2,806,395,557"
外資及陸資(不含外資自營商),"38,639,915,230","51,876,669,907","-13,236,754,677"
外資自營商,"24,364,770","30,816,540","-6,451,770"
合計,"49,062,731,273","61,640,958,269","-12,578,226,996"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
