單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,914,625,789","3,402,693,052","-488,067,263"
自營商(避險),"7,164,580,204","10,578,232,476","-3,413,652,272"
投信,"6,282,225,797","4,654,289,728","1,627,936,069"
外資及陸資(不含外資自營商),"72,722,181,866","88,347,811,326","-15,625,629,460"
外資自營商,"1,879,990","1,397,350","482,640"
合計,"89,083,613,656","106,983,026,582","-17,899,412,926"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
