單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"7,273,192,343","19,452,504,148","-12,179,311,805"
自營商(避險),"15,479,737,603","41,314,673,905","-25,834,936,302"
投信,"16,381,215,772","5,111,301,768","11,269,914,004"
外資及陸資(不含外資自營商),"134,750,356,653","229,180,921,628","-94,430,564,975"
外資自營商,0,0,0
合計,"173,884,502,371","295,059,401,449","-121,174,899,078"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
