單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,977,871,158","5,755,967,062","-778,095,904"
自營商(避險),"7,561,864,608","7,974,058,502","-412,193,894"
投信,"3,766,305,840","3,041,115,042","725,190,798"
外資及陸資(不含外資自營商),"94,882,628,967","90,630,919,953","4,251,709,014"
外資自營商,"17,084,210","17,790,120","-705,910"
合計,"111,188,670,573","107,402,060,559","3,786,610,014"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
