單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"1,927,319,860","2,819,384,590","-892,064,730"
自營商(避險),"7,213,724,242","7,840,413,788","-626,689,546"
投信,"2,897,796,065","1,852,071,400","1,045,724,665"
外資及陸資(不含外資自營商),"88,110,249,561","81,559,451,730","6,550,797,831"
外資自營商,"23,784,950","22,647,190","1,137,760"
合計,"100,149,089,728","94,071,321,508","6,077,768,220"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
