單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"1,739,620,869","3,894,281,438","-2,154,660,569"
自營商(避險),"6,012,616,543","8,626,027,705","-2,613,411,162"
投信,"3,419,174,180","2,927,366,216","491,807,964"
外資及陸資(不含外資自營商),"59,689,782,769","69,369,140,217","-9,679,357,448"
外資自營商,"20,039,070","25,189,860","-5,150,790"
合計,"70,861,194,361","84,816,815,576","-13,955,621,215"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
