證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,42.70,7.03,108,10.17,1.31,109/3
1102,亞泥,43.90,6.83,108,10.28,1.04,109/3
1103,嘉泥,17.95,5.57,108,33.87,0.52,109/3
1104,環泥,21.95,4.56,108,10.98,0.81,109/3
1108,幸福,12.30,1.22,108,13.37,1.09,109/3
1109,信大,19.70,5.58,108,7.38,0.96,109/3
1110,東泥,16.40,0.61,108,-,1.11,109/3
1201,味全,21.20,6.27,108,28.27,1.64,109/3
1203,味王,38.00,2.63,108,19.49,1.79,109/3
1210,大成,52.70,4.17,108,14.89,2.19,109/3
1213,大飲,0.00,0.0,108,-,0.79,109/3
1215,卜蜂,75.00,5.33,108,11.40,2.53,109/3
1216,統一,70.00,3.57,108,19.13,3.60,109/3
1217,愛之味,9.04,0.0,108,22.05,0.75,109/3
1218,泰山,29.00,3.1,108,18.35,2.06,109/3
1219,福壽,20.15,1.99,108,10.72,1.52,109/3
1220,台榮,12.70,4.72,108,13.23,0.97,109/3
1225,福懋油,38.05,3.42,108,25.71,2.64,109/3
1227,佳格,57.60,4.6,108,14.88,3.12,109/3
1229,聯華,43.35,7.38,108,20.55,1.91,109/3
1231,聯華食,47.30,4.44,108,13.32,2.29,109/3
1232,大統益,137.50,3.64,108,20.01,5.33,109/3
1233,天仁,35.60,4.49,108,46.84,2.23,109/3
1234,黑松,33.10,5.14,108,15.11,0.74,109/3
1235,興泰,26.95,4.08,108,34.55,1.03,109/3
1236,宏亞,13.85,2.17,108,-,0.93,109/4
1256,鮮活果汁-KY,413.00,1.5,108,17.96,5.29,109/4
1301,台塑,105.00,4.19,108,53.57,2.28,109/3
1303,南亞,77.20,2.85,108,34.62,1.94,109/3
1304,台聚,25.30,1.98,108,19.46,1.40,109/3
1305,華夏,33.40,2.99,108,11.32,1.91,109/4
1307,三芳,21.65,3.7,108,40.85,1.09,109/3
1308,亞聚,23.75,4.63,108,16.61,1.29,109/3
1309,台達化,44.05,1.36,108,12.51,2.82,109/3
1310,台苯,18.30,5.46,108,-,1.54,109/3
1312,國喬,25.30,0.0,108,9.62,0.91,109/3
1313,聯成,19.00,1.05,108,31.15,1.09,109/3
1314,中石化,11.05,2.71,108,55.25,0.52,109/3
1315,達新,77.60,4.7,108,1.95,0.86,109/3
1316,上曜,11.85,0.0,108,-,1.14,109/3
1319,東陽,35.90,5.01,108,18.70,0.99,109/3
1321,大洋,34.85,0.0,108,13.51,1.28,109/3
1323,永裕,34.30,4.66,108,10.62,1.40,109/4
1324,地球,10.20,2.94,108,46.36,0.80,109/3
1325,恆大,88.50,0.34,108,5.27,2.34,109/3
1326,台化,89.50,4.25,108,26.80,1.52,109/4
1337,再生-KY,8.95,0.0,108,-,0.37,109/3
1338,廣華-KY,64.60,5.42,108,22.83,0.90,109/3
1339,昭輝,40.35,4.96,108,26.55,0.88,109/3
1340,勝悅-KY,11.05,0.0,108,-,0.31,109/3
1341,富林-KY,64.90,7.7,108,11.78,2.83,109/3
1342,八貫,58.70,4.26,108,19.97,3.44,109/3
1402,遠東新,29.80,5.03,108,17.84,0.79,109/3
1409,新纖,14.65,3.75,108,9.70,0.78,109/3
1410,南染,33.70,2.97,108,39.65,1.98,109/3
1413,宏洲,8.24,0.0,108,-,1.02,109/3
1414,東和,12.75,1.57,108,28.98,0.91,109/3
1416,廣豐,10.90,0.0,108,-,0.57,109/3
1417,嘉裕,11.30,4.42,108,40.36,0.84,109/3
1418,東華,0.00,0.0,108,-,0.87,109/3
1419,新紡,40.85,2.45,108,37.48,1.46,109/3
1423,利華,19.85,0.6,108,-,1.22,109/3
1432,大魯閣,14.80,27.03,108,-,1.01,109/3
1434,福懋,30.80,8.12,108,13.94,0.97,109/3
1435,中福,24.85,0.0,108,-,3.65,109/3
1436,華友聯,38.75,6.45,108,8.44,1.36,109/3
1437,勤益控,23.65,4.65,108,16.31,0.77,109/3
1438,三地開發,12.40,0.0,108,26.38,2.25,109/3
1439,雋揚,26.10,19.16,108,59.32,1.05,109/3
1440,南紡,15.00,1.33,108,88.24,1.02,109/3
1441,大東,7.79,0.0,108,-,0.91,109/3
1442,名軒,18.25,5.42,108,130.36,1.13,109/3
1443,立益物流,11.35,0.0,108,-,1.32,109/3
1444,力麗,12.05,0.0,108,-,1.15,109/3
1445,大宇,13.05,1.53,108,-,1.07,109/3
1446,宏和,30.10,1.0,108,376.25,2.74,109/3
1447,力鵬,9.79,0.0,108,-,0.88,109/3
1449,佳和,23.70,0.0,108,-,2.06,109/3
1451,年興,16.45,0.0,108,-,0.45,109/3
1452,宏益,17.90,6.7,108,24.52,0.94,109/4
1453,大將,8.45,2.37,108,-,0.66,109/3
1454,台富,8.47,3.07,108,-,0.70,109/3
1455,集盛,11.90,0.0,108,-,1.02,109/3
1456,怡華,18.40,0.0,108,-,1.45,109/3
1457,宜進,16.30,6.13,108,5.78,0.80,109/3
1459,聯發,8.49,0.0,108,-,1.02,109/3
1460,宏遠,8.14,0.0,108,-,0.91,109/3
1463,強盛新,12.70,4.72,108,60.48,0.98,109/3
1464,得力,18.45,8.13,108,369.00,1.48,109/3
1465,偉全,12.90,11.63,108,-,0.78,109/3
1466,聚隆,16.15,0.0,108,-,1.16,109/3
1467,南緯,18.40,0.0,108,-,1.42,109/3
1468,昶和,15.40,0.0,108,51.33,1.97,109/3
1470,大統新創,0.00,4.37,108,49.46,1.66,109/3
1471,首利,6.03,0.0,108,3.53,0.94,109/3
1472,三洋實業,10.35,0.0,108,-,2.77,109/3
1473,台南,18.25,2.74,108,-,0.76,109/3
1474,弘裕,12.55,0.0,108,14.76,0.85,109/3
1475,業旺,39.65,0.0,108,566.43,6.34,109/4
1476,儒鴻,480.00,2.29,108,30.95,6.87,109/4
1477,聚陽,223.00,2.24,108,24.59,5.17,109/3
1503,士電,49.40,3.24,108,15.34,1.04,109/3
1504,東元,30.65,3.23,108,17.72,0.96,109/3
1506,正道,9.79,0.0,108,-,1.79,109/3
1507,永大,59.30,3.71,108,20.45,2.10,109/3
1512,瑞利,4.32,0.0,108,-,5.20,109/3
1513,中興電,54.60,2.2,108,26.90,2.46,109/3
1514,亞力,25.00,4.8,108,15.82,1.69,109/3
1515,力山,92.00,3.26,108,25.48,5.02,109/3
1516,川飛,25.60,1.52,108,31.22,2.19,109/3
1517,利奇,15.00,1.33,108,100.00,1.08,109/3
1519,華城,46.05,2.17,108,24.11,3.56,109/3
1521,大億,55.00,7.27,108,28.06,2.48,109/3
1522,堤維西,24.05,5.82,108,29.69,1.20,109/3
1524,耿鼎,10.95,3.65,108,49.77,0.82,109/4
1525,江申,69.50,2.88,108,17.46,1.23,109/3
1526,日馳,43.70,1.83,108,15.12,2.38,109/3
1527,鑽全,46.30,2.59,108,28.76,1.60,109/3
1528,恩德,9.99,1.0,108,-,0.92,109/4
1529,樂事綠能,15.80,3.16,108,17.17,1.43,109/3
1530,亞崴,33.30,4.5,108,9.33,1.04,109/3
1531,高林股,14.25,1.4,108,-,0.75,109/3
1532,勤美,31.85,2.89,108,50.56,1.05,109/3
1533,車王電,66.30,0.75,108,112.37,2.69,109/3
1535,中宇,38.35,3.13,108,23.97,1.60,109/4
1536,和大,109.50,1.83,108,111.73,4.50,109/3
1537,廣隆,142.50,7.02,108,13.13,3.06,109/3
1538,正峰,7.50,0.0,108,-,0.90,109/3
1539,巨庭,18.75,4.27,108,-,0.96,109/3
1540,喬福,15.35,6.51,108,-,0.99,109/3
1541,錩泰,54.20,0.0,108,11.15,2.67,109/3
1558,伸興,162.50,5.42,108,11.81,1.97,109/4
1560,中砂,69.80,4.01,108,19.23,2.23,109/4
1568,倉佑,27.35,1.83,108,390.71,1.89,109/3
1582,信錦,85.40,5.27,108,10.62,1.89,109/3
1583,程泰,64.20,4.67,108,16.09,1.50,109/3
1587,吉茂,27.00,1.85,108,12.80,1.41,109/3
1589,永冠-KY,84.00,0.6,108,19.44,1.13,109/3
1590,亞德客-KY,940.00,0.5,108,36.68,7.90,109/4
1592,英瑞-KY,6.94,0.0,108,-,0.51,109/3
1597,直得,122.50,0.82,108,48.61,4.68,109/4
1598,岱宇,110.00,1.01,108,19.75,3.77,109/3
1603,華電,26.65,1.88,108,10.70,0.79,109/3
1604,聲寶,29.90,5.02,108,6.49,1.48,109/3
1605,華新,18.80,2.71,108,9.08,0.72,109/4
1608,華榮,13.30,4.96,108,14.00,0.89,109/3
1609,大亞,19.70,1.52,108,14.38,1.55,109/3
1611,中電,12.55,9.56,108,5.02,0.97,109/3
1612,宏泰,21.65,2.31,108,17.32,1.37,109/3
1614,三洋電,35.55,2.33,108,24.35,1.75,109/3
1615,大山,28.20,7.09,108,11.19,1.82,109/3
1616,億泰,6.09,0.0,108,-,0.76,109/3
1617,榮星,15.50,1.94,108,15.98,1.29,109/3
1618,合機,14.35,2.09,108,14.35,0.82,109/3
1626,艾美特-KY,27.00,3.7,108,36.00,1.25,109/3
1701,中化,22.70,3.52,108,12.68,1.03,109/3
1702,南僑,47.60,4.2,108,11.99,1.96,109/3
1707,葡萄王,178.50,3.64,108,19.13,3.67,109/4
1708,東鹼,22.75,7.03,108,29.93,0.90,109/3
1709,和益,14.85,3.37,108,15.97,1.01,109/3
1710,東聯,20.75,1.45,108,-,1.45,109/3
1711,永光,16.70,1.8,108,52.19,1.16,109/3
1712,興農,21.80,5.96,108,11.98,1.29,109/3
1713,國化,19.75,2.94,108,32.38,1.27,109/4
1714,和桐,9.55,0.0,108,5.37,0.78,109/3
1717,長興,35.60,3.93,108,19.14,2.07,109/3
1718,中纖,9.83,0.0,108,7.68,0.53,109/3
1720,生達,37.10,4.04,108,14.38,1.74,109/3
1721,三晃,10.30,0.0,108,3.93,0.78,109/3
1722,台肥,53.90,4.08,108,20.26,1.03,109/3
1723,中碳,111.50,4.48,108,36.08,3.96,109/4
1724,台硝,12.75,3.92,108,49.04,0.84,109/3
1725,元禎,16.15,5.02,108,17.75,0.92,109/3
1726,永記,72.30,4.43,108,14.20,1.38,109/3
1727,中華化,10.90,1.83,108,-,0.94,109/3
1730,花仙子,71.60,5.25,108,13.02,2.60,109/4
1731,美吾華,18.50,3.24,108,14.34,1.31,109/4
1732,毛寶,25.25,0.0,108,30.79,2.24,109/3
1733,五鼎,23.25,4.77,108,16.15,1.43,109/3
1734,杏輝,30.65,0.65,108,85.14,1.90,109/3
1735,日勝化,16.50,3.94,108,35.87,1.16,109/3
1736,喬山,89.70,1.56,108,30.30,3.11,109/3
1737,臺鹽,32.85,4.57,108,20.66,1.07,109/3
1760,寶齡富錦,80.80,2.23,108,130.32,5.15,109/3
1762,中化生,57.40,1.39,108,9.47,1.85,109/3
1773,勝一,108.50,3.87,108,16.64,3.39,109/4
1776,展宇,16.35,5.2,108,29.73,1.20,109/3
1783,和康生,28.60,2.73,108,39.18,2.37,109/3
1786,科妍,56.70,3.28,108,26.13,2.52,109/3
1789,神隆,25.70,1.05,108,62.68,1.94,109/3
1795,美時,74.40,0.0,108,21.50,2.21,109/3
1802,台玻,20.45,0.0,108,227.22,1.48,109/3
1805,寶徠,16.00,0.0,108,-,2.58,109/3
1806,冠軍,8.14,0.0,108,-,0.65,109/3
1808,潤隆,62.20,4.82,108,22.78,3.93,109/3
1809,中釉,12.45,1.61,108,-,0.72,109/3
1810,和成,10.25,0.0,108,60.29,0.67,109/3
1817,凱撒衛,34.85,4.91,108,11.43,1.47,109/4
1903,士紙,52.30,0.0,108,-,5.44,109/3
1904,正隆,32.30,3.72,108,10.56,1.47,109/3
1905,華紙,12.10,0.0,108,-,0.90,109/3
1906,寶隆,17.45,2.87,108,28.15,0.41,109/4
1907,永豐餘,29.90,2.34,108,10.87,1.19,109/3
1909,榮成,26.50,1.13,108,33.54,1.46,109/3
2002,中鋼,25.90,1.93,108,431.67,1.36,109/4
2006,東和鋼鐵,39.25,3.44,108,16.29,1.60,109/3
2007,燁興,9.11,0.0,108,-,0.98,109/3
2008,高興昌,16.55,0.0,108,-,1.36,109/3
2009,第一銅,29.80,0.0,108,993.33,2.94,109/3
2010,春源,13.90,2.16,108,25.27,0.89,109/3
2012,春雨,19.55,6.14,108,26.07,1.48,109/4
2013,中鋼構,42.00,1.93,108,12.88,1.69,109/4
2014,中鴻,18.75,0.0,108,50.68,1.77,109/4
2015,豐興,72.10,4.16,108,16.02,2.15,109/4
2017,官田鋼,12.10,0.0,108,-,1.10,109/3
2020,美亞,21.50,8.6,108,12.95,1.61,109/3
2022,聚亨,7.03,0.0,108,-,0.83,109/3
2023,燁輝,13.60,0.0,108,-,1.00,109/3
2024,志聯,16.30,2.15,108,58.21,1.40,109/4
2025,千興,2.74,0.0,108,-,1.70,109/3
2027,大成鋼,30.60,3.92,108,-,1.71,109/3
2028,威致,24.65,0.0,108,23.25,2.97,109/3
2029,盛餘,23.30,0.64,108,233.00,0.87,109/3
2030,彰源,13.55,3.76,108,56.46,1.01,109/3
2031,新光鋼,40.00,2.03,108,19.61,1.91,109/3
2032,新鋼,14.05,2.49,108,28.67,1.09,109/3
2033,佳大,12.45,1.61,108,21.84,1.00,109/3
2034,允強,26.55,5.65,108,24.58,1.52,109/3
2038,海光,18.50,0.0,108,-,1.15,109/3
2049,上銀,429.50,0.49,108,97.84,5.59,109/3
2059,川湖,318.00,2.52,108,26.02,2.72,109/4
2062,橋椿,30.90,0.32,108,-,0.97,109/4
2069,運錩,17.10,2.92,108,-,0.84,109/3
2101,南港,43.25,2.89,108,43.69,3.31,109/3
