證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,33.80,2.96,112,28.40,1.06,113/3
1102,亞泥,42.40,4.95,112,14.42,0.85,113/3
1103,嘉泥,18.10,2.76,112,25.86,0.55,113/3
1104,環泥,29.60,6.76,112,12.98,0.87,113/3
1108,幸福,14.50,6.9,112,13.94,1.16,113/3
1109,信大,18.45,6.5,112,10.60,0.77,113/3
1110,東泥,21.25,0.94,112,43.37,1.3,113/3
1201,味全,18.30,1.48,112,22.32,1.21,113/3
1203,味王,42.30,2.6,112,20.94,1.68,113/3
1210,大成,53.70,4.13,112,13.26,1.84,113/3
1213,大飲,12.00,0.0,112,-,3.68,113/3
1215,卜蜂,99.90,5.51,112,15.86,2.88,113/3
1216,統一,86.50,3.47,112,25.74,3.79,113/3
1217,愛之味,11.90,1.93,112,17.76,0.78,113/3
1218,泰山,20.95,0.0,112,12.40,0.8,113/3
1219,福壽,16.65,4.8,112,28.22,1.26,113/3
1220,台榮,17.10,2.34,112,11.96,1.24,113/3
1225,福懋油,0.00,1.75,112,44.94,5.29,113/3
1227,佳格,37.70,3.32,112,22.18,1.93,113/3
1229,聯華,58.20,3.61,112,24.98,2.07,113/3
1231,聯華食,122.00,2.13,112,27.35,5.41,113/3
1232,大統益,146.00,4.52,112,18.07,4.4,113/3
1233,天仁,30.95,2.91,112,34.78,1.99,113/3
1234,黑松,41.75,4.55,112,17.40,0.9,113/3
1235,興泰,0.00,0.74,112,29.20,1.74,113/3
1236,宏亞,23.30,2.79,112,-,0.78,113/3
1256,鮮活果汁-KY,133.50,4.94,112,17.01,1.31,113/3
1301,台塑,41.40,2.42,112,-,0.84,113/3
1303,南亞,38.70,1.81,112,96.75,0.86,113/3
1304,台聚,12.80,2.73,112,-,0.63,113/3
1305,華夏,13.50,2.59,112,-,0.87,113/3
1307,三芳,39.10,3.84,112,12.99,1.61,113/3
1308,亞聚,15.95,2.82,112,-,0.76,113/3
1309,台達化,15.85,1.89,112,-,0.99,113/3
1310,台苯,11.25,0.0,112,-,0.86,113/3
1312,國喬,11.45,0.0,112,-,0.38,113/3
1313,聯成,10.65,1.88,112,-,0.49,113/3
1314,中石化,8.12,0.0,112,25.38,0.39,113/3
1315,達新,70.50,7.09,112,70.50,0.68,113/3
1316,上曜,14.85,0.0,112,-,1.24,113/3
1319,東陽,117.00,3.42,112,17.78,2.64,113/3
1321,大洋,32.95,1.21,112,45.76,1.18,113/3
1323,永裕,25.80,3.88,112,9.42,0.9,113/3
1324,地球,12.80,1.56,112,182.86,1.0,113/3
1325,恆大,27.35,2.19,112,-,0.86,113/3
1326,台化,34.10,3.67,112,126.30,0.66,113/3
1337,再生-KY,6.97,0.0,112,-,0.43,113/3
1338,廣華-KY,29.40,1.7,112,-,0.39,113/3
1339,昭輝,55.50,5.41,112,10.26,1.02,113/3
1340,勝悅-KY,9.87,0.0,112,-,0.43,113/3
1341,富林-KY,68.10,6.46,112,14.61,2.67,113/3
1342,八貫,101.00,5.94,112,15.61,3.47,113/3
1402,遠東新,33.60,4.02,112,18.88,0.78,113/3
1409,新纖,15.95,3.45,112,17.92,0.67,113/3
1410,南染,36.75,0.82,112,108.09,2.15,113/3
1413,宏洲,10.95,0.0,112,-,1.35,113/3
1414,東和,23.85,1.05,112,79.50,1.66,113/3
1416,廣豐,12.85,3.89,112,24.25,0.6,113/3
1417,嘉裕,10.00,2.0,112,-,0.79,113/3
1418,東華,28.75,0.0,112,54.25,1.32,113/3
1419,新紡,46.60,2.58,112,21.67,0.94,113/3
1423,利華,36.60,1.64,112,74.69,1.11,113/3
1432,大魯閣,19.35,0.0,112,-,2.04,113/3
1434,福懋,20.30,2.46,112,27.81,0.77,113/3
1435,中福,41.00,0.0,112,-,4.54,113/3
1436,華友聯,123.50,5.31,112,5.07,2.67,113/3
1437,勤益控,34.40,3.28,112,10.33,0.86,113/3
1438,三地開發,59.50,0.0,112,-,3.07,113/3
1439,雋揚,31.55,0.95,112,18.78,1.07,113/3
1440,南紡,15.25,2.3,112,10.10,0.86,113/3
1441,大東,14.30,0.0,112,10.92,1.69,113/3
1442,名軒,80.70,4.34,112,8.18,3.67,113/3
1443,立益物流,32.60,0.0,112,20.38,2.05,113/3
1444,力麗,9.17,0.0,112,-,0.82,113/3
1445,大宇,17.05,14.66,112,2.34,0.94,113/3
1446,宏和,55.90,1.25,112,5.57,2.88,113/3
1447,力鵬,7.67,0.0,112,-,0.71,113/3
1449,佳和,25.85,0.12,112,35.41,1.34,113/3
1451,年興,21.05,2.38,112,70.17,0.6,113/3
1452,宏益,16.15,1.86,112,28.33,0.77,113/3
1453,大將,15.70,1.91,112,24.92,1.19,113/3
1454,台富,16.20,1.54,112,73.64,1.24,113/3
1455,集盛,10.05,0.0,112,47.86,0.84,113/3
1456,怡華,16.70,1.2,112,-,1.11,113/3
1457,宜進,19.90,7.54,112,6.20,0.86,113/3
1459,聯發,9.86,0.0,112,26.65,1.02,113/3
1460,宏遠,7.20,0.0,112,-,0.83,113/3
1463,強盛新,24.75,2.02,112,55.00,1.81,113/3
1464,得力,16.95,1.47,112,24.93,1.29,113/3
1465,偉全,15.00,3.33,112,78.95,0.94,113/3
1466,聚隆,14.45,0.0,112,-,1.12,113/3
1467,南緯,10.95,0.0,112,28.82,0.86,113/3
1468,昶和,14.65,0.0,112,26.16,1.75,113/3
1470,大統新創,21.35,2.72,112,27.73,1.83,113/3
1471,首利,15.45,0.0,112,81.32,1.58,113/3
1472,三洋實業,65.10,3.07,112,25.53,1.75,113/3
1473,台南,36.60,3.28,112,12.71,1.34,113/3
1474,弘裕,12.95,0.0,112,12.45,0.78,113/3
1475,業旺,58.70,3.41,112,9.90,2.63,113/3
1476,儒鴻,531.00,2.54,112,23.01,5.38,113/3
1477,聚陽,312.50,5.25,112,18.97,5.73,113/3
1503,士電,203.00,1.48,112,36.71,2.77,113/3
1504,東元,51.90,4.24,112,19.29,1.39,113/3
1506,正道,13.50,0.0,112,103.85,1.48,113/3
1512,瑞利,7.04,0.0,112,-,2.06,113/3
1513,中興電,157.50,2.29,112,21.84,4.22,113/3
1514,亞力,112.00,1.59,112,34.36,5.41,113/3
1515,力山,32.05,3.74,112,11.37,1.47,113/3
1516,川飛,17.70,1.75,112,76.96,1.48,113/3
1517,利奇,14.15,1.41,112,-,0.87,113/3
1519,華城,572.00,1.22,112,42.81,22.8,113/3
1521,大億,35.40,1.98,112,208.24,1.48,113/3
1522,堤維西,65.10,3.07,112,11.99,2.18,113/3
1524,耿鼎,39.45,3.3,112,13.65,2.28,113/3
1525,江申,65.40,5.05,112,17.72,0.97,113/3
1526,日馳,23.85,2.52,112,-,1.03,113/3
1527,鑽全,43.80,4.57,112,13.77,1.25,113/3
1528,恩德,17.40,0.57,112,-,1.46,113/3
1529,樂事綠能,25.50,2.35,112,59.30,2.28,113/3
1530,亞崴,30.50,4.92,112,21.79,0.89,113/3
1531,高林股,16.40,1.22,112,164.00,0.82,113/3
1532,勤美,33.40,4.28,112,7.95,0.89,113/3
1533,車王電,42.10,0.0,112,-,1.92,113/3
1535,中宇,62.00,5.32,112,14.42,2.13,113/3
1536,和大,65.10,1.54,112,-,2.11,113/3
1537,廣隆,161.00,4.35,112,14.78,2.99,113/3
1538,正峰,17.90,0.0,112,-,5.13,113/3
1539,巨庭,24.70,2.43,112,22.45,1.0,113/3
1540,喬福,37.55,2.93,112,20.41,2.17,113/3
1541,錩泰,27.30,1.83,112,19.23,1.1,113/3
1558,伸興,103.50,3.67,112,17.00,1.26,113/3
1560,中砂,309.00,1.29,112,47.18,6.59,113/3
1563,巧新,59.60,3.02,112,18.68,1.45,113/3
1568,倉佑,27.85,4.81,112,28.71,1.56,113/3
1582,信錦,94.40,4.27,112,13.92,1.83,113/3
1583,程泰,60.00,6.67,112,11.45,1.17,113/3
1587,吉茂,40.05,2.5,112,-,2.2,113/3
1589,永冠-KY,39.70,0.0,112,-,0.56,113/3
1590,亞德客-KY,800.00,2.21,112,21.27,3.43,113/3
1597,直得,90.00,0.89,112,130.43,3.32,113/3
1598,岱宇,28.90,0.0,112,-,1.07,113/3
1603,華電,37.70,3.45,112,12.61,0.86,113/3
1604,聲寶,28.30,5.3,112,13.80,1.23,113/3
1605,華新,25.25,4.36,112,27.15,0.73,113/3
1608,華榮,28.30,3.53,112,13.54,1.55,113/3
1609,大亞,45.40,3.74,112,20.45,2.23,113/3
1611,中電,17.40,2.87,112,33.46,1.29,113/3
1612,宏泰,35.00,5.71,112,14.11,1.47,113/3
1614,三洋電,39.20,2.73,112,56.00,1.85,113/3
1615,大山,58.80,4.9,112,15.19,3.21,113/3
1616,億泰,21.25,1.74,112,19.50,2.11,113/3
1617,榮星,18.25,1.53,112,-,1.35,113/3
1618,合機,47.20,2.12,112,13.22,1.48,113/3
1626,艾美特-KY,14.85,2.02,112,-,0.73,113/3
1702,南僑,52.70,4.74,112,11.28,1.12,113/3
1707,葡萄王,157.50,4.38,112,15.88,2.33,113/3
1708,東鹼,41.25,3.64,112,11.72,1.49,113/3
1709,和益,21.65,2.77,112,14.73,1.1,113/3
1710,東聯,16.00,1.25,112,-,1.17,113/3
1711,永光,23.00,0.65,112,65.71,1.46,113/3
1712,興農,45.50,6.15,112,18.72,2.34,113/3
1713,國化,47.30,2.96,112,14.25,2.21,113/3
1714,和桐,8.39,3.58,112,18.64,0.67,113/3
1717,長興,29.60,2.7,112,19.87,1.28,113/3
1718,中纖,8.26,0.0,112,-,0.51,113/3
1720,生達,64.60,4.18,112,13.63,1.95,113/3
1721,三晃,18.45,0.0,112,-,1.73,113/3
1722,台肥,55.20,4.71,112,31.36,0.98,113/3
1723,中碳,97.10,4.12,112,17.92,2.78,113/3
1725,元禎,40.95,2.08,112,23.27,1.37,113/3
1726,永記,76.40,4.58,112,14.89,1.24,113/3
1727,中華化,33.70,0.86,112,91.08,2.05,113/3
1730,花仙子,53.80,5.2,112,14.31,1.8,113/3
1731,美吾華,23.35,4.93,112,17.96,1.5,113/3
1732,毛寶,27.85,0.0,112,146.58,2.4,113/3
1733,五鼎,28.50,3.86,112,27.14,1.6,113/3
1734,杏輝,31.00,5.81,112,16.85,1.77,113/3
1735,日勝化,19.20,2.6,112,20.00,1.23,113/3
1736,喬山,184.50,0.54,112,43.62,5.41,113/3
1737,臺鹽,32.40,3.7,112,21.74,0.99,113/3
1752,南光,43.30,4.62,112,35.79,1.88,113/3
1760,寶齡富錦,89.10,1.68,112,62.75,4.06,113/3
1762,中化生,38.15,2.1,112,30.28,0.89,113/3
1773,勝一,166.00,1.93,112,23.68,4.45,113/3
1776,展宇,18.80,2.66,112,20.00,1.24,113/3
1783,和康生,45.95,2.18,112,26.41,3.07,113/3
1786,科妍,92.70,2.6,112,30.20,3.57,113/3
1789,神隆,23.95,1.25,112,47.90,1.81,113/3
1795,美時,287.00,1.62,112,17.56,3.76,113/3
1802,台玻,20.50,0.0,112,-,1.24,113/3
1805,寶徠,17.35,0.0,112,115.67,1.91,113/3
1806,冠軍,10.35,0.0,112,47.05,0.72,113/3
1808,潤隆,40.45,37.08,112,4.74,1.23,113/3
1809,中釉,21.45,0.93,112,97.50,1.22,113/3
1810,和成,17.35,1.15,112,55.97,0.77,113/3
1817,凱撒衛,42.80,4.21,112,9.77,1.45,113/3
1903,士紙,55.10,0.0,112,-,2.41,113/3
1904,正隆,21.75,2.3,112,25.29,0.82,113/3
1905,華紙,18.15,0.0,112,226.88,1.23,113/3
1906,寶隆,14.90,1.01,112,-,0.53,113/3
1907,永豐餘,30.90,2.91,112,32.53,0.77,113/3
1909,榮成,12.45,0.0,112,-,0.74,113/3
2002,中鋼,21.65,1.62,112,83.27,1.07,113/3
