證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,29.90,3.34,113,20.48,0.93,113/4
1102,亞泥,45.30,4.86,113,12.48,0.89,113/4
1103,嘉泥,14.75,3.73,113,30.73,0.47,113/4
1104,環泥,27.25,6.24,113,12.62,0.79,113/4
1108,幸福,13.60,5.15,113,11.15,1.06,113/4
1109,信大,16.35,5.5,113,11.85,0.67,113/4
1110,東泥,17.80,1.69,113,29.18,1.08,113/4
1201,味全,16.20,3.09,113,18.41,1.06,113/4
1203,味王,38.70,3.1,113,16.40,1.49,113/4
1210,大成,56.40,4.96,113,13.53,1.86,113/4
1213,大飲,12.35,0.0,112,1.42,0.97,113/4
1215,卜蜂,97.00,4.64,113,14.81,2.68,113/4
1216,統一,76.50,3.92,113,21.02,3.22,113/4
1217,愛之味,11.50,3.22,113,19.83,0.75,113/4
1218,泰山,19.20,7.03,113,12.55,0.73,113/4
1219,福壽,13.55,3.69,113,25.57,1.01,113/4
1220,台榮,13.55,5.17,113,11.48,0.98,113/4
1227,佳格,33.20,4.22,113,17.38,1.64,113/4
1229,聯華,45.55,3.95,113,18.52,1.48,113/4
1231,聯華食,130.00,2.0,113,30.81,5.39,113/4
1232,大統益,149.50,4.68,113,18.14,4.21,113/4
1233,天仁,34.00,2.79,113,35.05,2.11,113/4
1234,黑松,39.10,4.86,113,16.57,0.83,113/4
1235,興泰,102.50,0.98,112,539.47,1.19,113/4
1236,宏亞,21.15,2.84,113,-,0.72,113/4
1256,鮮活果汁-KY,116.50,4.03,113,13.61,1.15,113/4
1301,台塑,35.35,1.41,113,-,0.78,113/4
1303,南亞,30.80,2.27,113,73.33,0.7,113/4
1304,台聚,10.20,1.96,113,-,0.53,113/4
1305,華夏,10.80,1.39,113,-,0.72,113/4
1307,三芳,35.35,7.64,113,9.50,1.37,113/4
1308,亞聚,13.00,1.92,113,-,0.67,113/4
1309,台達化,11.35,1.76,113,-,0.72,113/4
1310,台苯,8.83,0.0,112,-,0.63,113/4
1312,國喬,10.10,0.0,112,-,0.34,113/4
1313,聯成,8.24,1.82,113,-,0.37,113/4
1314,中石化,6.93,0.0,112,99.00,0.33,113/4
1315,達新,65.20,7.67,113,30.33,0.66,113/4
1316,上曜,16.20,0.0,112,-,1.38,113/4
1319,東陽,126.00,4.21,113,17.03,2.7,113/4
1321,大洋,33.45,1.14,113,44.01,1.22,113/4
1323,永裕,19.85,4.53,113,7.72,0.68,113/4
1324,地球,11.30,1.77,113,125.56,0.88,113/4
1325,恆大,23.35,1.28,113,-,0.74,113/4
1326,台化,25.45,1.96,113,424.17,0.55,113/4
1337,再生-KY,5.49,0.0,112,-,0.36,113/4
1338,廣華-KY,23.75,3.16,113,-,0.32,113/4
1339,昭輝,47.30,6.34,113,9.44,0.85,113/4
1340,勝悅-KY,7.29,0.0,112,-,0.37,113/4
1341,富林-KY,64.70,8.04,113,12.09,2.36,113/4
1342,八貫,86.30,5.55,113,13.83,2.82,113/4
1402,遠東新,32.90,4.86,113,17.59,0.75,113/4
1409,新纖,12.25,4.9,113,11.56,0.52,113/4
1410,南染,32.30,1.55,113,56.67,1.87,113/4
1413,宏洲,11.20,0.0,112,-,1.38,113/4
1414,東和,16.45,1.4,113,63.27,1.14,113/4
1416,廣豐,11.30,4.96,113,14.30,0.49,113/4
1417,嘉裕,7.48,2.67,112,-,0.61,113/4
1418,東華,22.30,0.0,112,47.45,0.93,113/4
1419,新紡,40.60,3.69,113,14.00,0.78,113/4
1423,利華,32.10,2.49,113,39.63,0.99,113/4
1432,大魯閣,15.95,0.0,112,-,1.73,113/4
1434,福懋,16.45,4.86,113,18.48,0.75,113/4
1435,中福,32.00,0.0,112,-,3.86,113/4
1436,華友聯,115.50,11.46,113,6.36,2.42,113/4
1437,勤益控,30.55,4.42,113,9.40,0.75,113/4
1438,三地開發,38.05,0.0,112,-,1.6,113/4
1439,雋揚,30.75,0.98,113,17.67,1.02,113/4
1440,南紡,11.95,2.51,113,-,0.68,113/4
1441,大東,11.80,0.0,112,7.52,1.49,113/4
1442,名軒,80.60,4.34,112,11.23,3.45,113/4
1443,立益物流,28.40,0.0,112,15.69,1.78,113/4
1444,力麗,7.48,0.0,112,26.71,0.68,113/4
1445,大宇,14.05,3.56,113,-,0.76,113/4
1446,宏和,26.00,7.69,113,2.65,1.29,113/4
1447,力鵬,6.34,0.0,112,126.80,0.6,113/4
1449,佳和,13.15,0.0,113,15.29,0.7,113/4
1451,年興,18.40,5.43,113,15.59,0.53,113/4
1452,宏益,12.35,4.05,113,19.30,0.59,113/4
1453,大將,13.00,2.31,113,650.00,1.0,113/4
1454,台富,14.65,1.71,113,146.50,1.14,113/4
1455,集盛,9.09,0.0,112,909.00,0.77,113/4
1456,怡華,12.50,1.6,112,11.26,0.72,113/4
1457,宜進,16.90,5.92,113,18.57,0.73,113/4
1459,聯發,11.05,0.0,112,16.25,1.11,113/4
1460,宏遠,6.90,0.0,112,-,0.8,113/4
1463,強盛新,19.85,10.58,113,6.05,1.19,113/4
1464,得力,14.05,6.69,113,13.51,1.04,113/4
1465,偉全,14.20,4.23,113,21.85,0.88,113/4
1466,聚隆,13.05,0.0,112,93.21,0.99,113/4
1467,南緯,8.70,0.0,112,18.91,0.7,113/4
1468,昶和,12.90,0.0,112,13.72,1.5,113/4
