證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,38.80,1.29,111,51.05,1.29,112/1
1102,亞泥,44.60,5.16,111,13.00,1.01,112/1
1103,嘉泥,21.80,2.29,111,-,0.63,112/1
1104,環泥,30.70,5.86,111,11.29,0.94,112/1
1108,幸福,17.10,4.68,111,10.56,1.47,112/1
1109,信大,18.60,4.3,111,13.98,0.8,112/1
1110,東泥,18.90,0.53,111,70.00,1.24,112/1
1201,味全,20.35,1.18,111,37.69,1.42,112/1
1203,味王,46.25,2.38,111,19.51,1.95,112/1
1210,大成,52.20,2.87,111,18.38,2.02,112/1
1213,大飲,6.66,0.0,111,-,1.09,112/1
1215,卜蜂,94.60,3.7,111,16.89,3.07,112/1
1216,統一,76.20,4.13,111,24.11,3.32,112/1
1217,愛之味,12.15,3.29,111,20.59,0.88,112/1
1218,泰山,28.40,2.01,111,2.42,1.1,112/1
1219,福壽,21.10,3.79,111,37.02,1.53,112/1
1220,台榮,14.95,1.34,111,498.33,1.19,112/1
1225,福懋油,56.60,3.53,111,53.90,3.5,112/1
1227,佳格,41.40,3.12,111,32.60,2.1,112/1
1229,聯華,65.10,3.07,111,26.04,2.58,112/1
1231,聯華食,91.20,2.85,111,23.15,3.8,112/1
1232,大統益,152.00,3.95,111,22.19,4.42,112/1
1233,天仁,36.45,2.33,111,50.63,2.36,112/1
1234,黑松,41.95,4.29,111,17.70,0.95,112/1
1235,興泰,84.60,2.6,111,15.41,1.68,112/1
1236,宏亞,23.65,4.23,111,473.00,0.94,112/1
1256,鮮活果汁-KY,308.00,2.11,111,25.77,2.8,112/1
1301,台塑,92.00,4.57,111,26.74,1.7,112/1
1303,南亞,78.00,3.85,111,34.51,1.74,112/1
1304,台聚,23.10,3.03,111,26.86,1.01,112/1
1305,華夏,23.75,1.26,111,-,1.43,112/1
1307,三芳,25.50,3.14,111,19.62,1.22,112/1
1308,亞聚,26.60,4.51,111,13.23,1.08,112/1
1309,台達化,20.10,2.49,111,100.50,1.11,112/1
1310,台苯,16.45,1.22,111,-,1.32,112/1
1312,國喬,19.30,2.59,111,-,0.55,112/1
1313,聯成,14.35,1.39,111,-,0.71,112/1
1314,中石化,9.86,4.06,110,-,0.48,112/1
1315,達新,71.00,8.45,111,10.29,0.63,112/1
1316,上曜,12.05,5.81,111,22.74,1.0,112/1
1319,東陽,53.30,4.69,111,13.46,1.29,112/1
1321,大洋,35.25,0.0,111,75.00,1.36,112/1
1323,永裕,31.70,3.47,111,18.32,1.21,112/1
1324,地球,11.90,1.68,111,66.11,0.94,112/1
1325,恆大,24.45,2.04,111,174.64,0.75,112/1
1326,台化,67.80,1.4,111,753.33,1.19,112/1
1337,再生-KY,9.03,0.0,111,-,0.5,112/1
1338,廣華-KY,44.75,4.47,111,-,0.58,112/1
1339,昭輝,45.45,6.6,111,9.39,0.95,112/1
1340,勝悅-KY,14.10,0.0,110,-,0.47,112/1
1341,富林-KY,71.30,8.58,111,12.36,3.19,112/1
1342,八貫,125.00,4.3,111,17.68,5.02,112/1
1402,遠東新,33.50,4.03,111,26.17,0.85,112/1
1409,新纖,17.25,5.8,111,14.14,0.81,112/1
1410,南染,38.60,2.07,111,44.88,2.29,112/1
1413,宏洲,9.13,0.0,111,65.21,1.01,112/1
1414,東和,17.85,1.79,111,54.09,1.28,112/1
1416,廣豐,11.60,4.31,111,16.81,0.6,112/1
1417,嘉裕,13.85,2.67,111,23.47,0.95,112/1
1418,東華,21.75,0.0,110,45.31,0.98,112/1
1419,新紡,43.40,3.46,111,17.64,1.09,112/1
1423,利華,23.15,0.86,111,41.34,1.05,112/1
1432,大魯閣,18.90,0.0,111,-,2.24,112/1
1434,福懋,28.05,5.35,111,16.12,0.85,112/1
1436,華友聯,61.50,8.39,111,9.36,2.17,112/1
1437,勤益控,28.95,2.76,111,13.10,0.82,112/1
1438,三地開發,30.40,3.29,111,7.05,1.36,112/1
1439,雋揚,22.55,1.33,111,18.33,0.89,112/1
1440,南紡,16.50,2.12,111,-,1.02,112/1
1441,大東,8.08,0.0,111,-,1.57,112/1
1442,名軒,31.80,5.03,111,14.65,1.88,112/1
1443,立益物流,29.10,0.0,111,22.91,2.19,112/1
1444,力麗,10.85,3.69,111,83.46,0.95,112/1
1445,大宇,20.00,0.5,111,90.91,1.59,112/1
1446,宏和,37.40,0.53,111,-,3.61,112/1
1447,力鵬,7.95,0.0,110,-,0.72,112/1
1449,佳和,23.25,1.29,111,20.04,1.2,112/1
1451,年興,21.85,9.15,111,168.08,0.6,112/1
1452,宏益,17.75,4.51,111,36.22,0.9,112/1
1453,大將,14.55,2.06,111,-,1.1,112/1
1454,台富,16.80,1.49,111,93.33,1.31,112/1
1455,集盛,10.50,0.95,111,-,0.85,112/1
1456,怡華,16.90,0.0,111,-,1.08,112/1
1457,宜進,17.80,5.62,111,52.35,0.81,112/1
1459,聯發,9.10,2.2,110,-,1.02,112/1
1460,宏遠,8.85,0.0,111,15.00,0.84,112/1
1463,強盛新,14.70,2.72,111,24.92,1.07,112/1
1464,得力,15.55,6.43,111,20.19,1.14,112/1
1465,偉全,14.35,5.92,111,17.72,0.93,112/1
1466,聚隆,11.95,0.0,111,-,0.87,112/1
1467,南緯,11.50,0.0,111,-,0.94,112/1
1468,昶和,16.05,0.0,111,133.75,2.16,112/1
1470,大統新創,20.80,2.16,111,43.33,1.84,112/1
1471,首利,14.20,0.0,111,-,1.42,112/1
1472,三洋實業,34.60,0.0,111,80.47,1.1,112/1
1473,台南,24.95,4.01,111,13.71,1.01,112/1
1474,弘裕,13.25,3.02,111,73.61,0.82,112/1
1475,業旺,56.90,0.88,111,12.34,3.5,112/1
1476,儒鴻,502.00,3.39,111,23.63,6.48,112/1
1477,聚陽,266.00,5.45,111,18.02,5.04,112/1
1503,士電,153.00,1.31,111,38.25,2.67,112/1
1504,東元,54.50,2.75,111,24.22,1.35,112/1
1506,正道,19.05,0.0,111,54.43,2.15,112/1
1512,瑞利,14.20,0.0,110,-,3.69,112/1
1513,中興電,133.50,2.62,111,23.84,4.01,112/1
1514,亞力,61.10,2.13,111,27.65,3.66,112/1
1515,力山,37.30,0.0,111,-,1.99,112/1
1516,川飛,20.85,6.04,111,18.13,1.62,112/1
1517,利奇,18.80,4.79,111,10.16,1.03,112/1
1519,華城,162.50,1.54,111,40.32,11.48,112/1
1521,大億,40.85,1.71,111,35.52,1.72,112/1
1522,堤維西,36.85,4.88,111,14.68,1.41,112/1
1524,耿鼎,23.95,4.18,111,12.28,1.64,112/1
1525,江申,114.00,1.84,111,20.80,1.73,112/1
1526,日馳,38.70,8.79,111,6.81,1.57,112/1
1527,鑽全,41.95,5.72,111,9.34,1.22,112/1
1528,恩德,16.30,0.61,111,20.63,1.29,112/1
1529,樂事綠能,43.25,1.25,111,68.65,3.69,112/1
1530,亞崴,33.60,4.76,111,10.60,0.99,112/1
1531,高林股,14.70,5.44,111,26.73,0.72,112/1
1532,勤美,36.60,3.28,111,31.55,1.07,112/1
1533,車王電,65.50,0.0,111,-,2.53,112/1
1535,中宇,55.30,5.42,111,12.95,1.87,112/1
1536,和大,71.10,2.25,111,29.26,2.22,112/1
1537,廣隆,142.50,7.02,111,15.69,2.62,112/1
1538,正峰,9.49,0.0,110,-,2.95,112/1
1539,巨庭,28.75,8.7,111,6.46,1.12,112/1
1540,喬福,18.05,3.32,111,17.70,1.11,112/1
1541,錩泰,36.45,2.74,111,22.09,1.58,112/1
1558,伸興,114.00,4.82,111,21.80,1.38,112/1
1560,中砂,125.50,3.19,111,16.26,3.03,112/1
1568,倉佑,26.10,4.21,111,17.64,1.72,112/1
1582,信錦,60.00,5.0,111,19.67,1.32,112/1
1583,程泰,72.00,4.17,111,10.96,1.48,112/1
1587,吉茂,22.30,4.48,111,13.52,1.15,112/1
1589,永冠-KY,70.80,0.0,111,-,0.91,112/1
1590,亞德客-KY,"1,030.00",1.31,111,34.58,5.42,112/1
1597,直得,74.70,2.68,111,20.98,2.85,112/1
1598,岱宇,37.00,1.35,111,-,1.32,112/1
1603,華電,32.05,1.56,111,14.57,0.85,112/1
1604,聲寶,27.00,5.56,111,14.84,1.28,112/1
1605,華新,44.80,4.02,111,9.49,1.34,112/1
1608,華榮,23.65,1.69,111,24.64,1.37,112/1
1609,大亞,38.10,1.57,111,10.73,2.09,112/1
1611,中電,18.40,1.63,111,63.45,1.38,112/1
