證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,33.80,2.96,112,30.45,1.09,113/1
1102,亞泥,41.70,5.04,112,13.28,0.87,113/1
1103,嘉泥,17.40,2.87,112,580.00,0.55,113/1
1104,環泥,30.40,6.58,112,9.84,0.9,113/1
1108,幸福,15.35,6.51,112,11.90,1.3,113/1
1109,信大,17.25,6.96,112,8.89,0.71,113/1
1110,東泥,21.75,0.92,112,87.00,1.37,113/1
1201,味全,17.60,1.53,112,32.59,1.2,113/1
1203,味王,51.20,2.15,112,24.27,2.06,113/1
1210,大成,52.20,4.25,112,10.61,1.92,113/1
1213,大飲,12.50,0.0,111,-,3.49,113/1
1215,卜蜂,97.10,5.66,112,12.91,2.88,113/1
1216,統一,78.90,3.8,112,23.77,3.34,113/1
1217,愛之味,11.45,2.01,112,26.63,0.8,113/1
1218,泰山,19.55,0.0,112,65.17,0.78,113/1
1219,福壽,17.00,4.71,112,18.89,1.23,113/1
1220,台榮,14.45,2.77,112,13.26,1.08,113/1
1225,福懋油,134.00,1.04,112,82.21,8.57,113/1
1227,佳格,38.50,3.25,112,24.37,1.93,113/1
1229,聯華,60.10,3.49,112,22.77,1.97,113/1
1231,聯華食,96.50,2.69,112,23.20,3.93,113/1
1232,大統益,142.50,4.63,112,17.44,4.51,113/2
1233,天仁,32.05,2.81,112,29.68,2.11,113/1
1234,黑松,41.60,4.57,112,17.93,0.93,113/1
1235,興泰,116.50,0.86,112,44.30,1.85,113/1
1236,宏亞,23.95,2.71,112,99.79,0.9,113/1
1256,鮮活果汁-KY,158.50,4.16,112,12.77,1.38,113/1
1301,台塑,55.20,1.81,112,67.32,1.04,113/1
1303,南亞,46.80,1.5,112,55.71,1.02,113/1
1304,台聚,14.20,2.46,112,-,0.66,113/1
1305,華夏,16.45,2.13,112,126.54,1.0,113/1
1307,三芳,29.10,5.15,112,11.41,1.28,113/1
1308,亞聚,16.45,2.74,112,-,0.75,113/1
