證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,49.75,6.77,109,15.50,1.54,110/4
1102,亞泥,48.00,7.08,110,11.29,1.08,110/4
1103,嘉泥,20.90,6.7,109,20.49,0.54,110/4
1104,環泥,21.35,4.68,110,12.86,0.73,110/4
1108,幸福,11.80,5.08,110,18.15,1.03,110/4
1109,信大,21.50,6.98,110,8.53,0.94,110/4
1110,東泥,20.85,0.96,110,83.40,1.38,110/4
1201,味全,21.35,2.34,110,21.35,1.53,110/4
1203,味王,33.15,3.32,110,17.63,1.5,110/4
1210,大成,54.40,3.68,110,23.45,2.18,110/4
1213,大飲,0.00,0.0,109,-,1.01,110/4
1215,卜蜂,81.10,5.55,109,16.03,2.67,110/4
1216,統一,66.10,4.08,110,18.89,3.22,110/4
1217,愛之味,11.75,2.55,110,28.66,0.88,110/4
1218,泰山,28.00,3.57,110,22.95,1.95,110/4
1219,福壽,19.90,5.03,109,19.90,1.45,110/4
1220,台榮,17.05,5.87,110,17.05,1.28,110/4
1225,福懋油,58.20,2.75,110,28.12,3.7,110/4
1227,佳格,49.50,3.84,110,18.33,2.49,110/4
1229,聯華,63.60,3.62,110,21.78,2.26,110/4
1231,聯華食,81.30,3.2,110,20.17,3.61,110/4
1232,大統益,156.00,3.85,110,20.10,5.14,110/4
1233,天仁,33.45,2.39,110,69.69,2.08,110/4
1234,黑松,35.45,4.8,110,17.90,0.79,110/4
1235,興泰,43.75,8.69,110,54.01,1.22,110/4
1236,宏亞,27.25,1.83,110,-,1.39,110/4
1256,鮮活果汁-KY,290.00,4.48,110,13.85,2.69,110/4
1301,台塑,107.00,7.66,110,9.55,1.69,110/4
1303,南亞,93.50,8.02,110,9.12,1.79,110/4
1304,台聚,30.00,7.33,110,6.20,1.26,110/4
1305,華夏,35.25,7.09,110,8.29,1.83,110/4
1307,三芳,20.10,2.49,110,69.31,1.05,110/4
1308,亞聚,37.50,8.0,110,7.18,1.44,110/4
1309,台達化,33.75,7.41,110,6.92,1.67,110/4
1310,台苯,16.80,0.89,110,84.00,1.24,110/4
